"pop","author","genus","species","class","referenced","Ocean","num_individuals","gene_diversity","allelic_richness","global_fst","Ne","long","lat","hupopdens25km","hupopdens50km","hupopdens100km","hupopdens200km","impacts25km","impacts50km","impacts100km","impacts200km"
"Cote_NewBrunswickGrandLake","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",79,0.809540209376342,6.26589721107826,-0.00099851824966013,NA,-5205215.50649163,6333349.8960358,NA,56.5817673690752,14.9776111394933,16.4925981966526,4.34594455570945,3.14047724155156,1.63103191232512,1.38775780424597
"Cote_NewBrunswickMiramichiEstuary","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",90,0.797354257531743,6.13944573691652,0.0146638449154228,23663.9,-5094423.08769098,6580698.58442848,1.48065536930448,20.1259408561665,15.7893257515783,10.8856282673619,2.83560531830808,2.33386030486064,1.90846397381142,1.65890756226479
"Cote_NewBrunswickTracadieRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",80,0.804589136362535,6.24276820025634,0.00520448843498311,284.4,-5100432.08384032,6614961.02981739,54.7645833621665,27.6583090976352,18.0485690167647,10.7115089153355,2.33835556006128,2.14606141033773,2.02403220015808,1.78847442892203
"Cote_NewfoundlandCodroyRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.813021235758297,6.29711812009811,-0.00914033213154086,NA,-4682709.83043011,6644103.93256678,3.57259480058379,7.38453474085666,5.38971106405847,7.84171318479639,2.7576907232588,3.08617933865153,3.21098058459798,3.06509140738362
"Cote_NewfoundlandCodroyValley","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.814361125282001,6.28349463325466,-0.00568014861332133,NA,-4737323.4061453,6641866.2490021,NA,NA,7.67093369126385,9.74198286944786,4.45168193577144,4.28677319793662,3.79571596864422,3.31060602174169
"Cote_NewfoundlandRobertsBay","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.802856367629201,6.20956584053177,0.00854771246801034,NA,-4188175.93643337,6623762.87478339,89.3845265866197,59.744853098493,22.8418977146273,10.6101171798397,1.76222513140613,1.61698617794496,2.33774819509119,2.94866115875374
"Cote_NewHampshireTaylerRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.798869416903194,6.17828075143412,0.00847660290782448,NA,-5575487.73454228,6100073.09649534,241.25917933381,289.081204112176,340.339399640286,152.272102931885,3.01199081642463,2.24505464620462,1.98487151989504,1.79354186696738
"Cote_NewJerseyPatcongCreakLinwood","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.8106,6.17555278779848,-0.00597400795600467,563.6,-5852879.02162691,5651250.05928464,NA,272.512168901429,133.396023552113,448.746506330678,3.15594754919791,2.95543793200511,2.73655839629339,2.38519012152513
"Cote_NorthCarolinaBlackCreek","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.811910951460649,6.26747774730661,-0.00765708165423429,313.2,-6050194.56684579,5082014.3965995,159.837717375151,67.8494746846108,53.6876561019547,51.7733055239605,2.67881586779335,2.00106721531286,2.0989334650592,2.13503682687257
"Cote_NovaScotiaBrasdOrLake","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",80,0.807989961362868,6.23482703738073,0.000980918236250794,12703.5,-4753138.03124744,6491537.75050536,56.6154943264869,29.781317723606,15.3360898124725,12.2579946317869,2.71603823754198,1.92075681721485,2.72229020709046,3.2637165452881
"Cote_NovaScotiaLaHaveRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",80,0.802911164737097,6.12498475396907,0.00726698582779739,810.3,-5066604.42617995,6250639.4059364,25.8172701316105,23.1339368030133,37.1435738271556,21.9956477374549,3.13005567574277,2.86791954608099,2.44951451443537,2.75688578520677
"Cote_NovaScotiaMiraRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.81828185640562,6.35765161842804,-0.0104658837163503,NA,-5053375.74072839,6268485.59177538,38.3793286767424,55.7405688473646,37.6129967351548,22.6283683088144,3.37333047087182,2.46898208011663,2.23269933425923,2.59509210970229
"Cote_OntarioMosesSaundersDam","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",150,0.801536137536408,6.16873216718507,0.0117772053448518,4623.2,-5177112.12905908,6844103.10632217,NA,NA,5.6795779183333,3.34266263614699,3.83692581479913,3.91491150086756,2.4866559122031,1.34183758302654
"Cote_PennsylvaniaCrumCreek","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.815050858438613,6.25046194416689,-0.0115332103479475,NA,-5892851.84392084,5603251.16068941,NA,140.582519337526,99.6872944055831,301.975734841659,3.128813613879,2.71953502142822,2.25674519076696,2.12625655236707
"Cote_PrinceEdwardIslandRusticoBay","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",130,0.804386687771584,6.17029737313587,0.00786375137353434,2650.2,-4982836.36587358,6506449.21806635,19.8652963114433,39.3983671785023,20.3511787004207,16.185431300354,2.01542193237209,2.16056919384178,2.54646525309121,2.0752182481662
"Cote_QuebecBeauharnois","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.807097083064087,6.26050220012189,0.00339627767690398,NA,-5208627.76097399,6835911.83452885,NA,6.84533071393768,6.09200785633009,3.97625792263246,3.78770503058898,3.77065100494951,2.31758053322556,1.24149513150063
"Cote_QuebecChambly","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.802195972973294,6.18657827957673,0.0094297452749611,1698.3,-5204224.00754032,6843387.1855194,NA,19.0997881422087,5.95572323840796,3.82697923558671,3.77226086682229,3.8862414909358,2.34278942176351,1.2248680814643
"Cote_QuebecGrandeRiviereBlanche","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.805831775431016,6.21296199604129,0.00492053619423605,NA,-5189803.31563581,6844121.61051139,NA,6.82647485392434,6.21889809377414,3.63036269989449,3.82451931210794,3.89754369585616,2.44181969760068,1.2871582195247
"Cote_QuebecRivierePetiteTrinite","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",80,0.814614122278636,6.21994943566833,-0.0072504145747101,4514,-5260637.4199602,6822328.32409872,NA,24.0142788180667,6.44912547756605,4.29149825579065,3.69866453544337,3.3517433119126,1.89161594852664,1.05197832089938
"Cote_QuebecRiviereStJean","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",100,0.805201541165876,6.14174678064985,0.00558620795775377,NA,-5045644.33546642,6737565.86272807,17.14080238296,19.2716446257423,7.57196171666727,6.2835304581593,3.56469984315731,3.14523702176926,2.94921995330076,2.64302827247078
"Cote_QuebecRiviereSudOuest","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",82,0.81277393920807,6.20715675574064,-0.00492110034421489,NA,-5201739.46491968,6845362.65786134,NA,25.1391335317365,5.98213403381997,3.77181559427398,3.78198782136078,3.88109301219637,2.35597808686471,1.22653001030651
"Cote_SouthCarolinaCooperRiver","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.805180938497848,6.26575765475003,0.000719853601281906,261.4,-6300931.76017374,4826162.05934959,185.989420285288,149.225538438202,68.0136435937195,46.0405672721501,2.6020024802847,1.92916609415101,1.80444761980381,1.77601537504091
"Cote_VirginiaWormleyCreekYork","Cote","Anguilla","Rostrata","Actinopteryggi","coordinates in raw data file","Atlantic",50,0.795618851043195,6.22662075809578,0.012444612056317,NA,-5946137.87547354,5382047.66497863,NA,361.115373378842,252.989148608816,81.0717624063743,2.81945678419056,2.59408680896757,2.2206055512883,1.88633034455455
"Cuveliers_BelgianCoast","Cuveliers","Solea","Solea","Actinopteryggi","coordinates from paper georeferenced in QGIS","Atlantic",85,0.775014567366244,5.04089963111915,-0.00294188308575638,NA,225565.025836853,7009282.61835143,641.767971165975,322.405282786214,405.935764726547,386.377146472593,3.39975074514207,2.96544548019252,2.46262756149237,1.7640343737685
"Cuveliers_NorfolkBanks","Cuveliers","Solea","Solea","Actinopteryggi","coordinates from paper georeferenced in QGIS","Atlantic",44,0.776069910182956,5.0831509350128,-0.00779715957399896,205.2,146812.806944987,7176233.58082845,NA,224.838902278253,180.083505390995,259.64234786908,3.30641689975426,3.15733172383292,3.00919356269393,2.96656744843772
"Cuveliers_SouthNorthSeaHist","Cuveliers","Solea","Solea","Actinopteryggi","coordinates from paper georeferenced in QGIS","Atlantic",126,0.763464482834411,4.9362186196802,0.0156391172610147,471.2,295013.318187629,7180176.06686744,NA,NA,529.564919031669,501.359375413742,2.53199004673926,2.68394080740804,3.20258619174284,3.0161332380136
"Cuveliers_Thames","Cuveliers","Solea","Solea","Actinopteryggi","coordinates from paper georeferenced in QGIS","Atlantic",87,0.776972696644454,5.05644421139142,-0.00339732601111375,370,106742.845350228,7019993.7651578,873.763033049449,461.31535782062,405.553522518009,436.92393507207,3.25055127129795,3.18612748260015,2.52020935384674,1.99088692634661
"DAloia_B1","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",28,0.817809163119937,6.29557204148716,0.02073554385993,NA,-6933742.02966718,2754848.39216953,27.3653766501384,24.336264470904,29.2463859795875,11.851598319123,3.13892692015427,2.46510817824376,2.30921488958125,2.13205947340775
"DAloia_B2","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",22,0.82237406532861,6.38285144381247,0.00997794331994517,NA,-6929070.35468786,2771428.12715459,23.4801581710943,22.2455030481251,28.7388128668869,11.521042339154,3.2237561833392,2.57290122924858,2.39322908595916,2.18144327994275
"DAloia_B3","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",30,0.83756563747112,6.42102797148522,-0.00189514111000921,157.9,-6940823.81585482,2610796.51261711,15.5998078150851,19.6333154724803,16.4683513317841,26.6342209920748,2.86836453191329,2.47379255404617,2.3295046190061,2.14669721527624
"DAloia_B4","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",35,0.831363133033799,6.41331832703139,0.00812526509968947,NA,-6944498.0783702,2584638.66743005,15.5998077856528,14.977313685663,14.3014389503901,44.8637240834943,3.11577974686806,2.51683939028714,2.31664810442334,2.0063440360067
"DAloia_B5","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",31,0.844365203243975,6.37572233157167,-0.00920647140456787,NA,-6943487.4984848,2556627.63672181,15.5998074707476,12.2937417308842,13.9981345434732,54.6516442216224,3.56197248624949,2.85419721051027,2.46035923198866,1.86674117873808
"DAloia_G1","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",33,0.817663321526958,6.09792907225901,0.0236350878301629,NA,-6922254.04579399,2578540.75798979,15.5998073101044,15.5998078325798,14.8216600224935,51.8997018105852,3.69913631403825,3.43167392381535,2.8099696723199,2.20863576827503
"DAloia_L1","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",34,0.817570363909622,6.03802947885567,0.0242372129705297,126.8,-6905577.94017161,2651043.65911491,36.5080877387005,35.344557667261,23.6072468750522,19.2389944353705,3.57373934629351,3.53806326626263,3.04126502594783,2.61217434149089
"DAloia_L2","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",21,0.833019264954366,6.36725386040641,-0.00360627304309036,89.7,-6902426.74756025,2646594.75329025,36.5080878393991,35.1891979419234,23.9626837017741,17.3879385785881,3.66066491714621,3.57144786705634,3.11204538024312,2.65397811465602
"DAloia_T1","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",33,0.840678892824348,6.4330510215205,-0.00403696873634862,1102.3,-6935024.63113366,2666917.54919498,36.5080875728441,32.9496290546343,19.3649367338688,17.9605151565584,3.37611760632823,2.76948579724641,2.34427838366294,2.22601828522303
"DAloia_T2","D' Aloia","Elacatinus","Lori","Actinopteryggi","coordinates from downloaded data","Atlantic",33,0.846258490926323,6.50786333289396,-0.0106932403046422,NA,-6923242.31202506,2657598.69626934,36.5080876362354,33.4944620953787,20.7585076484449,19.628440764743,3.4265219941793,3.18667837578115,2.63409840853577,2.38473040020707
"DeFaveri_FIS","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates on paper, averaged","Multiple",35,0.862930917350575,6.61049075197327,-0.0120791040725949,410.1,895447.57910162,7631108.38244738,53.3185869726731,55.5352532322979,100.926266135547,69.2033914908031,3.70950163355509,3.09947230037793,2.498082625414,1.6255829710082
"DeFaveri_KOT","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates on paper, averaged","Multiple",48,0.842768654577768,6.2478515980977,0.0155597293552799,NA,2132947.47319908,7810933.13365173,84.2105505415295,40.0883707872651,26.5914217714224,40.6385434091228,2.43917991989417,1.67837781275987,1.41309049843208,0.655008117823986
"DeFaveri_SIK","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates on paper","Multiple",32,0.835852667872588,6.21205015757125,0.017342427466851,53.2,1659353.16973875,8072596.47512584,5.19322246056074,15.7066382343889,24.0869162570682,13.545380868567,1.82511488608884,1.63970200240097,1.68400519702332,1.34247077846476
"DeFaveri_TVA","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates on paper","Multiple",32,0.84063412326363,6.19480957758833,0.0116986317171598,425.8,1832132.84142574,7756924.3469129,38.5040411667562,28.1233891129975,37.5052898944874,56.7853894217567,2.78073747460981,2.56459001027948,1.78092429888614,1.55038617395689
"DeFaveri3_ALA","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates from downloaded data","Multiple",24,0.75141436127672,5.27247493174116,0.089339264542553,232,1546224.44036743,7781745.6845626,18.9207655227348,26.1118386344042,22.7939645166716,109.612720274987,2.73868620877814,2.70303454330768,2.76297754421124,3.01292751443236
"DeFaveri3_CAM","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates from downloaded data","Multiple",20,0.862282916331679,6.51647627253882,-0.0509720965560405,187.4,-9684595.51281556,6766983.80375465,677.343387759912,516.880602831834,164.464933672056,75.8680687716409,1.7811589200586,1.72542699138081,1.28613642651095,0.651598932048504
"DeFaveri3_FIS","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates from downloaded data","Multiple",23,0.772327687451789,5.42642161422537,0.0630856274554235,90.9,898853.920071351,7629379.31212595,54.3868771323164,60.0576546088954,99.3405978081534,69.7868076112862,3.42371557190795,2.9635682035062,2.43667906499686,1.62050450559359
"DeFaveri3_ORR","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates from downloaded data","Multiple",24,0.766527072233297,5.21407072011498,0.0691955877505843,NA,420743.191050002,7671050.33485006,166.565794147857,222.099611161666,66.5553708514698,31.7847485403105,5.24153732566392,4.41561441320218,4.00815373179493,3.63197771332556
"DeFaveri3_RAN","DeFaveri","Gasterosteus","Aculeatus","Actinopteryggi","coordinates from downloaded data","Multiple",24,0.725824194243918,4.9964621675469,0.120402983517118,NA,1811779.08287408,8171962.03420338,22.5167965682186,15.7073702969146,11.7616198827048,9.25165545960063,2.4478683456795,2.03067468010954,1.76814445260872,0.912042561694332
"Dolby11_ADR","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.651971450617284,4.11672354348438,-0.0875748777279548,NA,-8986195.95162135,4681032.53951437,0.00864990149825808,16.4467329413509,5.00225878647582,16.3085595954805,1.14932106013514,1.1690751519325,1.0551824257807,0.617407418507902
"Dolby11_ALB","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.30607421875,2.16570936319872,0.488822303452457,NA,-9644765.63983367,5503167.69996688,1537.70394387929,752.001678773521,390.84417906972,161.376229567928,1.76637747024481,1.20735842437112,1.19372087236491,1.4247890743557
"Dolby11_ANI","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.6278125,3.93487931379766,-0.0467571484216567,NA,-8935943.70974255,4321124.58934562,0.139507243820112,0.115027845270874,0.108568929819851,12.9057579409129,1.50822423924387,1.38565122158539,1.34705030342124,1.48247037978118
"Dolby11_BAN","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.35875,2.48548220355496,0.401853058044767,NA,-9197018.19623233,4719351.16777367,305.083214671869,81.8080549884121,107.165989345736,112.29923180458,1.30811411536665,1.15927690451614,1.4183101931166,1.61904496301056
"Dolby11_BNA","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.2871875,2.12716941533699,0.521169826082876,NA,-9341145.40112718,5002726.84920117,3214.03896085327,2165.37903287174,888.563260882046,298.213960488728,1.57665360635379,1.41308461034575,1.30192253169705,1.16842768599861
"Dolby11_DEV","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.288125,1.85410521173873,0.519606724318184,3.2,-9452450.56089645,5062203.71937133,231.395995852947,69.8882971428445,86.2559978571585,282.027697381532,1.86982061306514,1.48452489580865,1.33936421804898,1.49184899922529
"Dolby11_FAM","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",12,0.40234375,1.96567407667488,0.528963854224143,NA,-9245278.45166931,4843877.89362809,1820.81023763636,1119.7256696624,336.80082151371,317.101912915027,2.3724487455491,1.99240662924821,1.64520152541763,1.44310964064445
"Dolby11_GE","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",6,0.623263888888889,4.65435606060606,-0.0769613269656426,NA,-8920694.25875437,4608848.26532428,2.79007256588865,3.79472356346871,8.71414092176023,6.2175257266555,1.25346126145213,1.33799576139917,1.35723645320398,0.850735571040498
"Dolby11_GNG","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.3846875,2.764467392128,0.358607242554973,94.7,-9021151.90749191,4184747.40598628,0.309410543172157,4.55135998756,2.4051882733468,1.61380025332566,0.856110565528042,1.01400551706718,1.51591913625304,2.09946980407563
"Dolby11_GRI","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.63693287037037,3.97773204178003,-0.0622247044461193,NA,-8950743.7337707,4343232.13700044,0.133093397293555,0.113948390649504,0.0697080731447879,6.31156262646951,1.34309639122207,1.08883142684285,1.36085826001022,1.55614528825896
"Dolby11_HID","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.14125,1.43795363885341,0.764492667453166,5.8,-9263023.32614139,4914861.44080724,454.162116178911,440.534721421728,553.732977178132,327.770038093851,1.57276564059356,1.60290184281331,1.40350851730799,1.23598840054531
"Dolby11_IGN","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.36335900100781,2.56319037322327,0.393059286796287,15.5,-8928956.6974507,4033102.93747022,0.41994591033345,0.558104890538498,0.708514781352164,2.20952474790818,1.06611493276812,1.12087768662311,1.49586251423668,2.20064094430719
"Dolby11_KIN","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",20,0.664273088300674,3.9807067172842,-0.0796847969226193,112,-8825429.2260356,4314965.95989694,11.4194378320313,10.1794078579576,44.6754615243002,12.4286124179163,1.08397594997537,0.999776446332429,1.30810056520522,1.01715356389542
"Dolby11_MOJ","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",20,0.6184375,3.38414793643075,-0.00468699921641647,NA,-8827675.09928642,4070972.23154078,8.48649246170266,7.77104356532664,2.26259052062495,17.4896491370518,2.02093711372849,1.8775340455381,1.76039297326101,1.83874612377024
"Dolby11_MOR","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",9,0.216049382716049,1.73986328214269,0.637660070232762,NA,-9533469.7051441,5183231.88343829,105.48932734411,66.2877328783699,29.491550088228,50.699806285937,1.22677680344443,1.1873681684132,1.1098839448763,1.39666488352913
"Dolby11_NWC","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.653046875,4.52285818863799,-0.0907845147937973,122.1,-8962335.0858447,4669995.53563566,62.8129091356371,14.2072950140179,4.6462079271402,7.78842418034782,1.09509329471521,1.0181791649713,1.15078653750125,0.65475821915815
"Dolby11_PCB","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",9,0.668854890046296,4.08865878810732,-0.124822843581448,37.6,-9040183.72000639,4587724.10135148,0.260217212568682,6.52423364244375,1.70708277919523,5.91339180718585,1.43522837249605,1.65862062201457,1.60160951630794,1.31328331416092
"Dolby11_PUR","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.33888671875,2.60252627113598,0.434808453583677,13.9,-8856903.30566842,3930030.82569185,1.11503695372985,0.609403205377394,1.87057199394742,3.49992951924387,0.992817872696687,1.4650974689169,1.74599881124822,2.42057838671882
"Dolby11_QTN","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",12,0.354166666666667,2.26797285769935,0.414629715947462,NA,-9151130.52091016,4533407.01648862,65.865896030548,24.457730293905,7.05449441010529,9.0423245332518,1.81972890640986,1.80536316508232,1.78235306866853,2.22108336036108
"Dolby11_USB","Dolby","Gillichthys","Mirabilis","Actinopterygii","from google earth file","Pacific",10,0.273125,1.81178926530126,0.544616352553246,NA,-9449557.90705736,5061108.10828297,242.828324788576,76.2724128015779,90.5369246910275,287.204008967141,1.90563278519024,1.48871972950185,1.32514494100971,1.48060464597443
"Dolby12_ADR","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",6,0.694313725490196,6.24621212121212,0.102138747703049,NA,-8986195.95162135,4681032.53951437,0.00864990149825808,16.4467329413509,5.00225878647582,16.3085595954805,1.14932106013514,1.1690751519325,1.0551824257807,0.617407418507902
"Dolby12_ALA","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.540367647058824,6.64705882352941,0.25952567754988,NA,-9314350.56576985,4973025.54928805,2726.54237907632,2216.58623346872,976.122778105755,323.284770236359,1.96336879183785,1.75515129017121,1.41187465230213,1.22548377081937
"Dolby12_ARE","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",6,0.696143790849673,5.0409982174688,0.0751038497018537,NA,-8809620.98752711,4072981.66429523,4.71557286018205,3.83769828720555,2.726412609419,17.4743367077495,3.26486419013759,2.57962408964689,2.12506651306527,1.75745809307591
"Dolby12_BAT","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.547663398692811,10.1176470588235,0.244168782976988,NA,-8912885.50474716,4000006.60837749,0.173452460174069,0.376186719086274,0.749447331217863,1.93903101004352,1.75012295090808,1.74983160960364,1.72271482955489,2.29252434882695
"Dolby12_BOC","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",6,0.560326797385621,6.10160427807487,0.254214386605684,NA,-8966305.7336132,4032942.7772677,2.26244273867346,0.824820072983334,0.732068428348065,1.83557702977705,2.22884087458679,2.34667677674011,2.15743042324663,2.22737101794048
"Dolby12_CUA","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",6,0.549607843137255,5.24509803921569,0.236513517852762,NA,-8912525.33240445,3999938.68935928,0.173002621989969,0.375470172307337,0.750452180699058,1.93952920508559,1.72880991878158,1.73904315108705,1.71702089323382,2.29289094356643
"Dolby12_FRN","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",9,0.592401312376803,7.83365173849603,0.161138226740629,NA,-8897123.70702454,4264352.11086274,0.0246912547613721,0.0627518782932585,1.00580728888733,14.8271816149783,1.9183180144037,1.8104382888436,1.54340523446748,1.33447341095557
"Dolby12_GE","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",8,0.754762530012005,5.34168886668887,0.0578514896988928,NA,-8920694.25875437,4608848.26532428,2.79007256588865,3.79472356346871,8.71414092176023,6.2175257266555,1.25346126145213,1.33799576139917,1.35723645320398,0.850735571040498
"Dolby12_GOL","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",7,0.375750300120048,2.4851618969266,0.508823479854246,20.9,-9452402.77971438,5062079.15892257,233.241937421005,70.2095837625739,86.4719683610209,282.368591736217,1.87848309602015,1.48600129061901,1.34087786884457,1.49237164308806
"Dolby12_GRI","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",7,0.623141256502601,7.78395562770563,0.19714737801774,NA,-8950743.7337707,4343232.13700044,0.133093397293555,0.113948390649504,0.0697080731447879,6.31156262646951,1.34309639122207,1.08883142684285,1.36085826001022,1.55614528825896
"Dolby12_JNC","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",11,0.71265768505137,4.89270254422321,0.0904363702165404,32,-8784305.23994931,3984768.07876244,0.176491973305843,0.240914700267353,2.38591978338568,20.3821393789073,1.84181862534763,1.8073875294687,1.92047399182816,2.07895568667612
"Dolby12_MOR","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.29764705882353,2.11764705882353,0.598567375814139,NA,-9533469.7051441,5183231.88343829,105.48932734411,66.2877328783699,29.491550088228,50.699806285937,1.22677680344443,1.1873681684132,1.1098839448763,1.39666488352913
"Dolby12_MRC","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",6,0.546495098039216,8.00534759358289,0.235035011062283,NA,-8835483.77444679,4085882.54130395,3.33642723721127,8.16933344298888,2.30617608815573,14.976195443668,2.14392593395579,1.91057309673654,1.76537263955039,1.76590728323498
"Dolby12_MRG","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.501045751633987,4.52941176470588,0.322483278547974,NA,-9258507.29481454,4908390.68591058,556.238446536402,412.753020779188,496.625373267506,328.65767588557,1.57006152926957,1.54729027957608,1.39742383194393,1.2383285124726
"Dolby12_NOP","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.695294117647059,7.47058823529412,0.0492325566642606,NA,-8775076.21790156,3917195.35817176,19.4521330405487,5.57762888246324,2.09785603391431,17.6537052436418,1.24882588180424,1.53690119121972,1.79624676930599,2.23961068739611
"Dolby12_PUR","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.543848039215687,7.23529411764706,0.260659027702862,NA,-8856903.30566842,3930030.82569185,1.11503695372985,0.609403205377394,1.87057199394742,3.49992951924387,0.992817872696687,1.4650974689169,1.74599881124822,2.42057838671882
"Dolby12_QTN","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",8,0.573474264705882,3.80985925838867,0.256040625829464,41.7,-9151130.52091016,4533407.01648862,65.865896030548,24.457730293905,7.05449441010529,9.0423245332518,1.81972890640986,1.80536316508232,1.78235306866853,2.22108336036108
"Dolby12_REF","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",12,0.604260992275698,5.63614498896146,0.231104660797976,NA,-8523433.70521306,3792169.0613537,24.1606144805665,24.0823333368086,72.5966419274378,32.4967311528555,1.15379330221682,1.09109125383863,1.24682119909077,1.48928296527621
"Dolby12_ROS","Dolby","Quietula","yCauda","Actinopterygii","from google earth file","Pacific",5,0.481437908496732,4.70588235294118,0.347870321974748,NA,-8840892.74618107,3881285.54562806,0.593651029585682,0.794206530049386,3.75769457316758,3.07391298405923,1.65025945369039,1.57447666312552,1.81612294524188,2.49527197642605
